Author	Rating	Review	Restaurant	Location
Hong Yen Ong	4	Nice coffee and Assam Laksa	Lim Ko Pi	Ipoh
Koh Hock Lim	4	Old style Chinese Coffee Shop in a new style cafe atmosphere. Food is exceptionally good. For the ambience it's worth the money spent. Parking space available opposite the road in the ground floor of a shoplot.	Lim Ko Pi	Ipoh
Alan Kok	5	This coffee shop is a hidden gem in Ipoh old town area. Coffee is strong and have a wide variety of food selections. Diners can park their vehicle in the parking space provided for their customers opposite the coffee shop.	Lim Ko Pi	Ipoh
Soo	5	Very tasty... Absolute local jewel. No wonder they are full all the time... Food is very flavourful... Place is air-conditioned, just perfect after walking around Concubine Lane.	Lim Ko Pi	Ipoh
Tropical_storm	4	The noddles were okay, rather generic. The ice kachang was very good - not too sweet. The best thing about Lim Ko Pi was the elderly lady who served us - she's so nice and caring. My friend and I loved her so much. If you are the owner of	Lim Ko Pi	Ipoh
Albee Saw	5	Cozy place with friendly staff. The foods are nice. We tried their asam laksa and prawn mee. It taste good. Love their sesame pau as well!! They even have a place for costumer to park their car which is a plus for me. So definitely visit again.	Lim Ko Pi	Ipoh
A Wen	4	Okay food. The curry chee cheong fun is quite fun and nice. Vinegar babi leg rice also nice. Most importantly, service very good and welcoming.	Lim Ko Pi	Ipoh
Yen Teoh	3	The coffee here is good, sesame pau and chee cheong fan CCF taste good! Nice olden day decor... real vintage. Service is fast and good though they hired elderly people to serve their customers.	Lim Ko Pi	Ipoh
D WY Wong	5	Served by Yeng, she introduce coffee to us. It is kaw.. prawn noodle is nice. Great service and food is good. Come at Sunway Geo several times already.	Lim Ko Pi	Ipoh
leelilo lly	5	A good place to sit down and relax..	Lim Ko Pi	Ipoh
Yee Mun Lok	3	Nice kopi-o.. they got rent a shop opposite juz for patrons to park their cars inside (ground floor only)... service is good, ambience is nice...but food is not so good.. half boiled eggs are not served hot, rather luke warm only.. wanton mee isnt that springy and its soggy...	Lim Ko Pi	Ipoh
Evonne Peh	2	The curry noodle was very spicy and tasteless.. The food hygiene was horrible. Me, my hubby and daughter ate the ice kacang. We ended up with  diarrhea and vomit for more than 12 times. We even visited doctor nearby and confirm we had food	Lim Ko Pi	Ipoh
Rajiv Rai Singh	5	Amazing food. World class service. Majority of staff are senior citizen and they are absolutely nice. The place like authentic and has a very relaxing vibe.	Lim Ko Pi	Ipoh
GFC LEE	5	It's very nice place as the photo from other ppl upload previous commented.The staffs old uncle and aunty nice servicing. Specially the uncle Waiter .	Lim Ko Pi	Ipoh
tze hau Tan	4	Service was alright. Food was okay. Decent place to catch a quick lunch. Overall a good experience, but don't come here expecting a michelin star meal.	Lim Ko Pi	Ipoh
akion xc	4	Nice food and coffee and a nice place to have meal, food bit pricey but still acceptable for an aircon environment, very cool waiter Mr Ng!	Lim Ko Pi	Ipoh
Bernadette Chew	5	Vintage ambiance that walked you through the memory lane in the 70's. Warm welcoming servicing crews with delicious wanton (prawn/pork dumplings), fermented beancurd fried porky, ginger wine mee sua and bean sprouts for lunch just make our trip perfect.	Lim Ko Pi	Ipoh
Secret Moments	5	Nice cafe shop. But less parking	Lim Ko Pi	Ipoh
Teguh Suryadi	3	All stars are for the service and enviroment. The food is average. Cendol was frozen, bean is hard, using instant coconut milk yet not fresh :(The coffee is very thick and full of sugar. The kaya pandan jam is the only enjoyable thing.	Lim Ko Pi	Ipoh
Eugene Liew	4	affordable nice tradition breakfast	Lim Ko Pi	Ipoh
AiJia Wang	4	Great food. Love the laksa, cendol, curry mee.When I visited, got a few waitress arguing loudly in front of the customers. I was shocked and feel funny. But I will visit again for the food	Lim Ko Pi	Ipoh
Paul Surnapa	5	My favourite place. Great food and great choices. Very friendly staff. Good deserts. Prices reasonable. Always bring  visitors here.	Lim Ko Pi	Ipoh
Janne Ming	5	This place serve traditional meal and beverages. The coffee served is very thick. Nice environment as they have table located at the small garden.	Lim Ko Pi	Ipoh
Otoko Otoko	5	Has got to be the BEST coffee in Ipoh town. Was in Ipoh for 4 days, and no other places has coffee half as decent as Lim Ko Pi. Love their service attitude too, and they have accommodation too if u r looking for a place to stay	Lim Ko Pi	Ipoh
Anderson tham	4	Nice food, good environment	Lim Ko Pi	Ipoh
Cheol Ya Kim	5	Great Dry Curry Triple Meat Noodle!	Lim Ko Pi	Ipoh
Chong Min Jing	1	Food is good, but the waiter that takes order is very rude. Zzz, killed my mood to have breakfast and start the day.	Lim Ko Pi	Ipoh
Amelia Ho	5	The Vegetarian Curry Noodle is truly great and the Wan Tan Noodle is very traditional and appetizing... highly recommended to every visitor to Ipoh!	Lim Ko Pi	Ipoh
Roselind Leong	3	Food here is quite nice. Love the deco in the restaurant. Parking would be an issue, so be prepared to have your car parked further from the restaurant.	Lim Ko Pi	Ipoh
People Plots Sdn Bhd -	4	Depending on what you order, food here is really good. And their settings and decors are lovely. To do list.	Lim Ko Pi	Ipoh
Max Gammer	5	Great little restaurant with an authentic feel. Super tasty pork wantan noodles - perfect bowl of food!	Lim Ko Pi	Ipoh
Derek lee cs	4	Is a good place to enjoy your Ipoh local food. Especially environment is best and it look like an old kind of Coffee Shop in 60s.	Lim Ko Pi	Ipoh
Weiliang Ng	5	The food portion is big and very delicious! Staff was friendly and the environment is nice.  Recommended for ipoh local food hunt!	Lim Ko Pi	Ipoh
Chiet Chun Tay	4	Nice food at a reasonable price. Depends on who is your server, they can be very rigid with the menu.	Lim Ko Pi	Ipoh
Michael Koo	4	Lovely small little kopitiam situated at ipoh old town. The shop gives you a 70s vibes and the 98 code is a must try for coffee lover	Lim Ko Pi	Ipoh
Gerard Regan	5	We only stopped here for drinks but were very happy with the tea. Choice, quality, price, service and ambience all top notch.	Lim Ko Pi	Ipoh
Tan Chai Whatt	4	Nice kopitiam ambience. Their black sesame bun is nice. Their food is ok. Need to park a distance away.	Lim Ko Pi	Ipoh
Hui Ruan Ng	5	Love their special menu yam rice very much. The cendol n custard was very good too	Lim Ko Pi	Ipoh
Nicholas Cheok	4	Cosy environment, mouth watering dishes.	Lim Ko Pi	Ipoh
Kanimolhi Ravinder	1	The food is overpriced. High price for a small quantity.  The taste is not very tasty. Not worth your money.	Lim Ko Pi	Ipoh
Matthew wong Zhi Yong	5	98 coffee, for the really kaw coffee drinker. Really hits the spot.	Lim Ko Pi	Ipoh
Inkid Loke	5	Nice relax ambient, it's really a good place to hang out if you is not rushing off	Lim Ko Pi	Ipoh
eddy lim	5	Love their coffee and curry mee, staff very polite and friendly. Good environment.	Lim Ko Pi	Ipoh
Elena Plakhova	5	Nice place for breakfast and to eat during the day. Very tasty and staff is friendly	Lim Ko Pi	Ipoh
Kelvin Lim	5	Food and the white coffee are nice!	Lim Ko Pi	Ipoh
Benjamin Bromberg	1	Demanding from customers to wear a mask in a place where by definition we have to take them off to eat and not having your staff wear them at the same time is just... Not smart to say the least	Lim Ko Pi	Ipoh
Paramjothi Krishnan	1	Very rude people serving food. Had to wait to be served despite ordering earlier just because we had a voucher meal.	Lim Ko Pi	Ipoh
MU.Anaantha Krishnan	4	Food was great...	Lim Ko Pi	Ipoh
Zhi Xuan Lie	4	Food are at reasonable price and quality. But claypot mee not recommended	Lim Ko Pi	Ipoh
Shankar Gunarasa	5	First time trying. Very delicious food choices. Will go again	Lim Ko Pi	Ipoh
Andrew Wong	4	Nice decor, friendly service, comfortable ambience and most importantly - proper food with decent portion!	Lim Ko Pi	Ipoh
Choon Kit Leong	5	Good Service and Nice Food	Lim Ko Pi	Ipoh
janice yapp	3	Prices   ðŸŒŸðŸŒŸðŸŒŸServices ðŸŒŸðŸŒŸðŸŒŸEnvironment ðŸŒŸðŸŒŸðŸŒŸðŸŒŸ	Lim Ko Pi	Ipoh
Ryan Sum	5	Aesthatically pleasing, great service and a nice soothing space ðŸ˜Œ 10/10 would come back	Lim Ko Pi	Ipoh
Hooi Koon Chua	3	Authentic Ipoh local food. Taste is acceptable, price is reasonable given the nice environment.	Lim Ko Pi	Ipoh
C H Goh	5	Very good food and nice vintage decorations.Enjoy very much.	Lim Ko Pi	Ipoh
Ruiru Liew	5	Nice food , friendly staffs, nice environment! Super enjoy will mark this place	Lim Ko Pi	Ipoh
Teoh Gek Tiang	1	Please put your google map as â€œclosedâ€ so that your customers donâ€™t have to waste their petrol money and time.	Lim Ko Pi	Ipoh
Chloe Toh	4	Over is alright! The curry noodles is good but a bit pricy! Parking a bit difficult! Worth to try	Lim Ko Pi	Ipoh
RAJAPAL RAJAGOPAL	4	Pleasant, cool & quite. Good choices of Chinese food & nice coffee drinks.	Lim Ko Pi	Ipoh
6od5p33d	1	Staff can be more friendlier, although it is non halal outlet, still there are people who just want to try their signature coffee....	Lim Ko Pi	Ipoh
Eduardo Tridapalli	5	Great Nyonya food! Nice place and price...And really friendly staff	Lim Ko Pi	Ipoh
Tsein Jer Wong	5	They followed the SOP very well. Food is good, coffee is "kaw".	Lim Ko Pi	Ipoh
Thepan Raj	5	Very authentic taste, it has an old school atmosphere and provides great service.	Lim Ko Pi	Ipoh
Milo Dua	2	The shop is in a nice heritage building but the food and coffee were below average.	Lim Ko Pi	Ipoh
gracesoh1	5	Cosy place to have meal. Nice & friendly staffs.	Lim Ko Pi	Ipoh
Joseph Teoh	4	The aunty there 2 times salah order, but overall ok laðŸ‘ðŸ»	Lim Ko Pi	Ipoh
Jay T	5	Really nice coffee, very friendly staff. The only issue is with parking as it is on a main road.	Lim Ko Pi	Ipoh
Paul Wong	4	The place  is tidy n nice .Food has the verity for lunch.n price is resonable  ok	Lim Ko Pi	Ipoh
Kate McMahon	5	I just had the custard and a white coffee. Both delicious. Cafe itself is cool as lovely.	Lim Ko Pi	Ipoh
Rex Sin	5	Close on Monday, everyday got special manu and promotion set, taste good, must try	Lim Ko Pi	Ipoh
tiger henry wong	4	Good atmosphere, tasty food, great coffee,  and reasonable price.	Lim Ko Pi	Ipoh
Calvin Chai	4	Great local food, reasonable prices especially if you go for the sets	Lim Ko Pi	Ipoh
Xavier Lee	4	Food is OK, but need to wait for a long time, inside decorated nicely	Lim Ko Pi	Ipoh
Mei Yee Lee	4	Modernized kopitiam (local coffee shop). Serve great local coffee. Cosy environment. Great place to chill.	Lim Ko Pi	Ipoh
ling tay	5	Auntie (service crew) very nice, I'm happy and enjoy my meals in here. Very recommend.	Lim Ko Pi	Ipoh
JF Kong	4	Great place for some local Ipoh food. Recommended for friend & family.	Lim Ko Pi	Ipoh
Selvaneswary kanasan	4	This place is great to hangout with family and friends during weekends. The price is also super reasonable.	Lim Ko Pi	Ipoh
Phooi Sean Chong	5	I really love the coffee and service there, try the sesame man tao it really nice!ðŸ˜	Lim Ko Pi	Ipoh
Dan	3	Food and coffee was average. Nice cafe setting.	Lim Ko Pi	Ipoh
Swee Koon Tan	5	Good environment and excellent food. Custard is a must try!	Lim Ko Pi	Ipoh
Breggman Chin	4	Lovely meals. Prices are reasonable and portions are quite large.	Lim Ko Pi	Ipoh
H Pon	3	Environment and ambiance is good. Food is average but good variety	Lim Ko Pi	Ipoh
Vanessa Heng	5	place sells quality food with very reasonable prices...a place to go!	Lim Ko Pi	Ipoh
gillian bun	5	Food is nice , cozy place  and friendly staff	Lim Ko Pi	Ipoh
King Tham	5	Spend a great 2hours there..service is good..the food is good...proud to be Yipoh Mali...will dropby in my next balik kampung trip	Lim Ko Pi	Ipoh
Edmund Chew (å‘¨ä¾’å½£)	4	Decent place for traditional food.	Lim Ko Pi	Ipoh
CHANG KHIN SHOE	4	Olden days enviroment, good food, and fast service. Parking limited	Lim Ko Pi	Ipoh
Hello Oppo	5	Good environment, good food but a bit expensive	Lim Ko Pi	Ipoh
Ernest Elf	5	Very cosy environment.  Fantastic coffee.  Come early for Yu Char Quay.	Lim Ko Pi	Ipoh
Jeremy Chan	5	Classic feel and very comfortable place have a sip of Coffee 98 with toasted Kaya bread	Lim Ko Pi	Ipoh
Bahador Emrani	4	Foods and dessert was nice, the 98 coffee was such a wow :-)	Lim Ko Pi	Ipoh
CK Tan	4	Excellent food,  I should give a thumb up	Lim Ko Pi	Ipoh
Letian Ma	5	Great services and atmosphere, amazing curry mee and coffee.	Lim Ko Pi	Ipoh
Lauyong Lai	4	more choices , great coffee and suitable for small group gathering	Lim Ko Pi	Ipoh
Yao Guang Chong	5	Nice	Lim Ko Pi	Ipoh
C L C	4	Nice heritage cafe	Lim Ko Pi	Ipoh
ZH Y	3	Good environment but the coffee taste below expectation	Lim Ko Pi	Ipoh
Elaine Cheung	5	Delicious food at reasonable prices. Good atmosphere.	Lim Ko Pi	Ipoh
KENNY	5	Nice and calming place to enjoy the delicacies. Price is reasonable.	Lim Ko Pi	Ipoh
deva manoharan	4	Nice cosy place for breakfast and lunch . Great ambiance	Lim Ko Pi	Ipoh
Darren Lee	5	Boss friendly and funny	Lim Ko Pi	Ipoh
Patrick Chow	4	Kopi n toast 2 thumb up... White coffee... I prefer 98 coffee	Lim Ko Pi	Ipoh
tan hui min	5	Nice food, ambient place and hospitality services	Lim Ko Pi	Ipoh
ChloÃ© Hew	5	Food served quick , food delicious, waiter is friendly	Lim Ko Pi	Ipoh
zer soon Lai	5	Cozy environment with retro and genuine nanyang delicious cuisine	Lim Ko Pi	Ipoh
Martin Emmanuel	4	Good food with free limited parking for customers	Lim Ko Pi	Ipoh
CT Yeo	5	Nice local restaurant with air-conditioning and reasonable fare.	Lim Ko Pi	Ipoh
Sandy Ng	4	Nice food and easy parking	Lim Ko Pi	Ipoh
Easo EatsWater	5	I love the curry noodles.It is at the perfect shade of taste	Lim Ko Pi	Ipoh
Tienyu Sieh	5	Good food in a pleasant setting with solid service	Lim Ko Pi	Ipoh
Winson L. C Tan	3	Food is delicious and got limited free parking.	Lim Ko Pi	Ipoh
Manivannan Velayuthan	4	Very good food...mee curry and many more	Lim Ko Pi	Ipoh
Chris Khoo	3	Expensive local dining, can get better and cheaper without the comfort.	Lim Ko Pi	Ipoh
Kheng Pin Tan	5	Good taste of nyonya curry noodle & coffee	Lim Ko Pi	Ipoh
Lajnhart	4	Tast food for good price. Closed on Mondays! :)	Lim Ko Pi	Ipoh
Chelsea Cheow	5	Nice place with a good environment for lunch with friends and family	Lim Ko Pi	Ipoh
Jacy Lim	4	Very tastely prawn noodle, good service	Lim Ko Pi	Ipoh
Andrew Yeong	4	Food 7.5/10, Drinks 7/10, ambience 8/10, price 7/10	Lim Ko Pi	Ipoh
YC Chang	4	A good place for local good food with coffee and tea.	Lim Ko Pi	Ipoh
Mirella Merlo	5	Amazing food and service. Loved it.	Lim Ko Pi	Ipoh
Eric Low	5	Loves the old school style design. Delicious foods too!	Lim Ko Pi	Ipoh
Thomas Hiew	4	Good environment with historic looks. Very impressed	Lim Ko Pi	Ipoh
Claudia	5	Food was delicious, friendly staff	Lim Ko Pi	Ipoh
John Ong	5	Nice traditional food and nanyang coffee.	Lim Ko Pi	Ipoh
KL Chua	2	Cendol was nice...... coffee so so.... lo han koa, soya terrible	Lim Ko Pi	Ipoh
Maurice Chee	3	Tried the ice kachang. The green stuff is stiff and the service could be better	Lim Ko Pi	Ipoh
You Le Chong	5	Nice teh tarik, nice food, nice people, nice ambient.	Lim Ko Pi	Ipoh
Kanapathy Murugayah	5	A great combo of hospitality and food calms the heart.	Lim Ko Pi	Ipoh
Chialin Chiang	5	Great experience! Good service! Chill place.	Lim Ko Pi	Ipoh
Amos Chan	5	The coffee was good. Smooth without after taste	Lim Ko Pi	Ipoh
Kok Hon Ng	5	Awesome!	Lim Ko Pi	Ipoh
é¦¨æ³¢Chris Ting	4	Fairly good actually	Lim Ko Pi	Ipoh
too2train4me	3	Nice place. Serve good coffee.	Lim Ko Pi	Ipoh
Vignes	5	Best "curry me" in town	Lim Ko Pi	Ipoh
Guna balan sivanandan	4	Good food  nice ambience.	Lim Ko Pi	Ipoh
Chok Wai Lee	4	Boutique coffee shop. Nice but only accept cash.	Lim Ko Pi	Ipoh
charohime neko	5	This egg custard is the best of Ipoh !Sooo creamy.	Lim Ko Pi	Ipoh
Chung Sai	5	Classic and oldies feel. Nice for enjoy your tea time here	Lim Ko Pi	Ipoh
Juliet Fong	5	Foods are fabulous and owner is very friendly.	Lim Ko Pi	Ipoh
Lye Beng Tat	5	Good service. Nice dried curry mee.	Lim Ko Pi	Ipoh
Gary Lee	4	Good food, relaxing atmosphere.	Lim Ko Pi	Ipoh
Steven Low	3	Good place for meals in vintage settings.	Lim Ko Pi	Ipoh
Federico Zambelli	5	Loved it!	Lim Ko Pi	Ipoh
Felix Cheah	3	Nice foods but quite pricy	Lim Ko Pi	Ipoh
Edward Lai	5	Good place when comes to coffee in Ipoh	Lim Ko Pi	Ipoh
S.J. Tan	4	Friendly staff and the portion of food is big!	Lim Ko Pi	Ipoh
Dev Indiran	5	Delicious food and good customer service!!	Lim Ko Pi	Ipoh
Goh Johnny	3	Food is good for but too expensive	Lim Ko Pi	Ipoh
Kong Mum Kitt	5	Must try the curry noodle but beware of the spiciness.	Lim Ko Pi	Ipoh
Chang Hoong Lee	3	Good service but mediocre food taste	Lim Ko Pi	Ipoh
Chris Wong	4	Nice breakfast and value for money	Lim Ko Pi	Ipoh
Stefan Pertz	5	Like the noodles!	Lim Ko Pi	Ipoh
Sooria Parevena Nookiah	5	Good food n value for money	Lim Ko Pi	Ipoh
Ong Zhen Liang	4	A nice place for lunch or afternoon tea	Lim Ko Pi	Ipoh
Phooi Sean ä½©å€© (Your Transformation Coach)	5	Love their coffee so Much!ðŸ˜˜ðŸ˜˜	Lim Ko Pi	Ipoh
KW Chan	4	Great addition to Ipoh's Old Town area.	Lim Ko Pi	Ipoh
Ka Shing Leung	5	5-star is for the nice uncle who served me	Lim Ko Pi	Ipoh
Frederick Goh	5	Great coffee. Nice people	Lim Ko Pi	Ipoh
Larry Wong	5	Dried curry noodles very nice.	Lim Ko Pi	Ipoh
han eujin	5	Curry mee...ice kacang is a must have...	Lim Ko Pi	Ipoh
Chris Chen	5	They follow SOP very well.ðŸ‘	Lim Ko Pi	Ipoh
Lawrence Low	5	Nice coffee and dry curry noodle	Lim Ko Pi	Ipoh
Jebamany Solomon Pakinathan	4	Food and service was good	Lim Ko Pi	Ipoh
Chow Chin Leng	4	nice coffe and best to test	Lim Ko Pi	Ipoh
Waihong Ling	5	Good environment and serve good food	Lim Ko Pi	Ipoh
Lee See Chan	5	Nice environment and nice food	Lim Ko Pi	Ipoh
é»„å¹¸æš–	3	good environment. others just okay.	Lim Ko Pi	Ipoh
YH Cheong	3	Pretty decent food for Ipoh. :)	Lim Ko Pi	Ipoh
Yen Chee Poh	5	The curry mee is nice	Lim Ko Pi	Ipoh
Ong Chong Liang	4	The food is really good.	Lim Ko Pi	Ipoh
BX Lim	5	Cozy place with delicious food	Lim Ko Pi	Ipoh
Surendran Arumugam	4	Parking available in front of the restaurant	Lim Ko Pi	Ipoh
Cheah P.W.	2	Not many choices. Pricey.	Lim Ko Pi	Ipoh
Christofle Ching	4	Nice food n drinks	Lim Ko Pi	Ipoh
Kean Hau Khor	1	Bad taste	Lim Ko Pi	Ipoh
young goh	5	Delicious food , good to eat	Lim Ko Pi	Ipoh
Edwin lim	5	another great kopitiam to recommend	Lim Ko Pi	Ipoh
Linda	4	Food is very delicious	Lim Ko Pi	Ipoh
Royz 85	4	Good food	Lim Ko Pi	Ipoh
Vincent Low	5	Good place for coffee	Lim Ko Pi	Ipoh
kenny lee	4	The food taste of childhood	Lim Ko Pi	Ipoh
Wee Wee	5	Nice and friendly service...	Lim Ko Pi	Ipoh
Chow wy	5	Like the atmosphere!	Lim Ko Pi	Ipoh
kong foo	4	Food not bad	Lim Ko Pi	Ipoh
Ding Jiayi	4	the best restaurant	Lim Ko Pi	Ipoh
Anderson Tham	4	Cosy place for an coffee	Lim Ko Pi	Ipoh
Ken Lee	4	Air cond environment with decent food and (quite) affordable price	Lim Ko Pi	Ipoh
Shirley Mok	5	The coffee is delicious!!!	Lim Ko Pi	Ipoh
W.K. Lai	3	Pricy food. Expensive.	Lim Ko Pi	Ipoh
Vooi Yap - Embedded Systems Education	5	Good food!	Lim Ko Pi	Ipoh
Neoh Jia Huai	5	Delicious food!	Lim Ko Pi	Ipoh
Anand Lourdes	4	Comfortable... decent	Lim Ko Pi	Ipoh
Krishna Chaitanya	5	Loved the food	Lim Ko Pi	Ipoh
Chin Hong Wai	4	Good wonton mee	Lim Ko Pi	Ipoh
å–œé…’Kish	5	Good food!	Lim Ko Pi	Ipoh
alvin chee	4	Authentic  ipoh food	Lim Ko Pi	Ipoh
Marie Lyons	5	Great service and fantastic food	Lim Ko Pi	Ipoh
Galen Chin	4	nostalgic	Lim Ko Pi	Ipoh
Chuchen Ong	1	Expensive abit	Lim Ko Pi	Ipoh
Eric Francis	1	Never been there	Lim Ko Pi	Ipoh
Raj Paramjothy	4	excellent food	Lim Ko Pi	Ipoh
chong ban wah	2	overpriced	Lim Ko Pi	Ipoh
Soo Jun Jet	2	Although the scenery is goodBut expensive, food is mediocre (not to say delicious), and the service attitude of the staff is not good	Lim Ko Pi	Ipoh
WEIKAI LIN	5	The perfect dining place, comfortable dining environment, the attitude of the staff is very good, a good morning should start like this. In terms of meals, I ordered a breakfast set this time with coffee, coffee	Lim Ko Pi	Ipoh
è¿›å‡»çš„çŽ©å®¶	5	A retro-style restaurant, I didnâ€™t expect it would be so feel~The curry chee cheong fun here is super delicious, and the taste is excellent.	Lim Ko Pi	Ipoh
HY C	3	The old buildings are very feel. Good coffee and curry wonton noodles. Itâ€™s just that some employees are not very friendly	Lim Ko Pi	Ipoh
Qing K	3	The stewed egg is delicious, the others are okay	Lim Ko Pi	Ipoh
Hui Xin Wong	5	The price is not expensive, the food is delicious, the service is good, and there is a parking space specially prepared for the customer on the opposite side, very intimate...	Lim Ko Pi	Ipoh
jia jia	4	The environment is good, but it's a bit hot. The air conditioner is turned on after you come in and eat. The raw and boiled eggs are not hot enough to eat so ideally.	Lim Ko Pi	Ipoh
hrkart 1997	5	The shop was renovated as it was in the good old days and was a cozy atmosphere surrounded by retro goods. The guest house did not have breakfast so I ordered a morning set here. It was very good and really delicious.	Lim Ko Pi	Ipoh
Yun Yun	4	Good to eat, and big market. People with a good amount of food are suitable and suitable for the general public.Itâ€™s a pity that the meat is cold and cold and hard to bite.	Lim Ko Pi	Ipoh
Mh Kong	5	Can find the taste of childhood ðŸ˜‰	Lim Ko Pi	Ipoh
juli Giulia	5	We tried the set lunch and it was very good, the staff very kind and nice, we came back after a few hours to drink the coffee .... try the typical coffees, they are very interesting (and delicious) !!	Lim Ko Pi	Ipoh
Maria Noelia	2	The food is fine. They have a fairly large menu with several options. The place is cozy and has air conditioning.	Lim Ko Pi	Ipoh
catalog whole_earth_	5	Coffee is super delicious! It was a mistake that I thought that this country was originally so strong that it would not change anywhere! deep!	Lim Ko Pi	Ipoh
Miki Lui	5	The food is delicious, full of ingredients, good service attitude, comfortable environment, highly recommended	Lim Ko Pi	Ipoh
Khoo TattEe	5	Best curry mee in ipoh! Acid laksa can fight penang one	Lim Ko Pi	Ipoh
CY Lee	2	Expensive, ordinary food	Lim Ko Pi	Ipoh
Kelvin Lim	1	Ordinary, single-piece bread to RM$3+ is not special, not straight. .	Lim Ko Pi	Ipoh
Nicole Lee	4	Not bad	Lim Ko Pi	Ipoh
ching mei Yu	4	Friends who like nostalgia are definitely worth visiting.	Lim Ko Pi	Ipoh
åˆ˜åˆ™å„’	4	The food is not bad, but the place is not big enough for many people.	Lim Ko Pi	Ipoh
å“¥é“­	1	Very poor attitude, lost menu, wrong food, I donâ€™t know if I have a job, or a waiterâ€™s personal problem.	Lim Ko Pi	Ipoh
Cheng Fox	5	The price is reasonable, the environment is retro, natural and quiet, and the coffee is fragrant.	Lim Ko Pi	Ipoh
Cheah Chi Yau	3	Environment and food are good	Lim Ko Pi	Ipoh
JOSEPH LUM	5	Lim Ko Pi is KAW! Period.	Lim Ko Pi	Ipoh
è”šè™¹å­™	4	Service and food are very good, worth a try	Lim Ko Pi	Ipoh
Wilson Hoe	5	The lady boss is very nice. . . The food and environment are good.	Lim Ko Pi	Ipoh
THONG PY	4	There is a special parking place opposite the restaurant.	Lim Ko Pi	Ipoh
Leung T Liu	5	Clean place, delicious food	Lim Ko Pi	Ipoh
chan june	5	Curry noodles	Lim Ko Pi	Ipoh
Heidy Hon	4	Nostalgic	Lim Ko Pi	Ipoh
parram parram	5	Very nice laksa	Lim Ko Pi	Ipoh
tuan vinh Giang	5	Delicious, ok space	Lim Ko Pi	Ipoh
KY Cheng	5	Nice copy	Lim Ko Pi	Ipoh
sev magnin	5	Super good for the price	Lim Ko Pi	Ipoh
Nirda Divad	3	Nice curry with it	Lim Ko Pi	Ipoh
MC HIN	4	Southern milk pork rice, Classic!	Lim Ko Pi	Ipoh
sukhaw Lee	5	good to eat	Lim Ko Pi	Ipoh
Caltex Ng	2	Food is not fresh	Lim Ko Pi	Ipoh
Mei Yi Yeap	5	A delightful cafe converted from an old barber shop. The menu includes local food with a twist such as their vinegar soy sauce pork rice bowl. The ice cube coffee is quite strong, although not as smooth as I'd imagine. Definitely worth a repeat visit	Aud's Cafe	Ipoh
Audrey L	5	A nice selection of varied food in the menu. Gladly they are non-halal cafe, so that it not just chicken sausage for the platter. Food is great!	Aud's Cafe	Ipoh
Luna (Luna)	5	Ice cube coffee is so nice. Ice chocolate is less sweet than I expected. A  nice CAFE that is cozy and warm~ :)	Aud's Cafe	Ipoh
tony wong	3	Pay ridiculous price for a cup of coffee in Ipoh. Like all cafes just go there for the environment and settings. And if you love old retro setups in old buildings then just drop by a few other cafes around this area.	Aud's Cafe	Ipoh
Unending Roads	4	It's a tiny cafe with beautiful oldish decor, loved the vibes there. We order mocha, hot chocolate, mushroom sandwich and grilled chicken burger here, the taste was really good. This cafe is mainly famous for its pork and as we don't eat	Aud's Cafe	Ipoh
Siew Ming Wee	5	They serve great coffee, avocado shakes and desserts.	Aud's Cafe	Ipoh
Geraldyne Chong	3	Step into past scene,Awe feeling of serene,Greeted with warm,	Aud's Cafe	Ipoh
T	5	Wonderful cafe in Ipoh. The hearty breakfast platter is delicious (+ beautiful) and if you love lots of milk with your coffee, try their signature Ice Cube Coffee.	Aud's Cafe	Ipoh
Ezadura Anuar	4	Great food. Comes with big portion and the texture is great. The environments felt nostalgic and unique which made me feel comfortable and relaxed. Audrey, the owner of Aud's really friendly. Her staffs were great and very quick,	Aud's Cafe	Ipoh
Tom Skelton	5	Really nice place to get some coffee and snacks. Eric and his family are super friendly and they were happy to create 2 vegan plates of food that weren't on the menu: avocado, brown bread sandwich and a banana, cinnamon and PB sandwich -	Aud's Cafe	Ipoh
Nikola Andrejevic	5	This place was sensational. I don't give 5 stars to many places but they did everything right. Delicious brownie with deep chocolate flavour paired with a strong vanilla icecream.  A very unique basil infused burger with perfectly toasted black buns. Overall delicious and well worth the slightly higher price tag for the area.	Aud's Cafe	Ipoh
Michael Koo	4	One of the many cafe near the Kong Heng square. Very very antique theme setup by retaining a lot of the old shop's original structure. Managed to try some of their breakfast, food were ok. The Expresso ice cube coffee is ðŸ‘. Staff were friendly and helpful as well.	Aud's Cafe	Ipoh
Aurien Sama	4	Great place to go solo dining solo or in a small group..Not recommended for large group unless you book ahead of time to check for availability.. The cafe is small and has a ruined down garage aesthetic which is kinda cozy..owners seems	Aud's Cafe	Ipoh
Wendy MH	1	Ordered egg Benedict but was served half-boiled eggs on toast (è›‹æ²») with hollandaise sauce. The half-boiled eggs were not even done properly. Seriously, I can get much better eggs on toast from the nearby kopitiam or the clock tower food court. Epic fail! What a huge disappointment.	Aud's Cafe	Ipoh
wongcalvin73	5	Secluded cafe, food is not bad, prices were okay for the environment and service. Great coffee especially their ice cube coffee and their smoothies is a big thumbs up !	Aud's Cafe	Ipoh
